ts,service,run_idx,phase,latency_ms,ok,meta_json
1782939504016,untrusted-client-0,2,checkin_honest_baseline,1.187,True,"{""voter_id"": 329223}"
1782939505227,untrusted-client-0,1,id_honest_baseline,1.410,True,"{""voter_id"": 275931}"
1782939505260,untrusted-client-0,2,checkin_honest_baseline,1.661,True,"{""voter_id"": 275931}"
1782939506468,untrusted-client-0,1,id_honest_baseline,1.086,True,"{""voter_id"": 132296}"
1782939506500,untrusted-client-0,2,checkin_honest_baseline,1.470,True,"{""voter_id"": 132296}"
1782939507719,untrusted-client-0,1,id_honest_baseline,1.344,True,"{""voter_id"": 142707}"
1782939507752,untrusted-client-0,2,checkin_honest_baseline,1.021,True,"{""voter_id"": 142707}"
1782939508970,untrusted-client-0,1,id_honest_baseline,1.350,True,"{""voter_id"": 212177}"
1782939509002,untrusted-client-0,2,checkin_honest_baseline,1.270,True,"{""voter_id"": 212177}"
1782939510210,untrusted-client-0,1,id_honest_baseline,1.378,True,"{""voter_id"": 294650}"
1782939510243,untrusted-client-0,2,checkin_honest_baseline,1.574,True,"{""voter_id"": 294650}"
1782939511454,untrusted-client-0,1,id_honest_baseline,1.432,True,"{""voter_id"": 303753}"
1782939511487,untrusted-client-0,2,checkin_honest_baseline,1.568,True,"{""voter_id"": 303753}"
1782939512696,untrusted-client-0,1,id_honest_baseline,1.413,True,"{""voter_id"": 162093}"
1782939512730,untrusted-client-0,2,checkin_honest_baseline,1.103,True,"{""voter_id"": 162093}"
1782939513936,untrusted-client-0,1,id_honest_baseline,1.292,True,"{""voter_id"": 187001}"
1782939513969,untrusted-client-0,2,checkin_honest_baseline,1.248,True,"{""voter_id"": 187001}"
1782939515185,untrusted-client-0,1,id_honest_baseline,1.492,True,"{""voter_id"": 225690}"
1782939515218,untrusted-client-0,2,checkin_honest_baseline,1.501,True,"{""voter_id"": 225690}"
1782939516432,untrusted-client-0,1,id_honest_baseline,1.493,True,"{""voter_id"": 278456}"
1782939516467,untrusted-client-0,2,checkin_honest_baseline,1.519,True,"{""voter_id"": 278456}"
1782939517701,untrusted-client-0,1,id_honest_baseline,1.284,True,"{""voter_id"": 231576}"
1782939517738,untrusted-client-0,2,checkin_honest_baseline,2.342,True,"{""voter_id"": 231576}"
1782939518950,untrusted-client-0,1,id_honest_baseline,1.609,True,"{""voter_id"": 202146}"
1782939518982,untrusted-client-0,2,checkin_honest_baseline,1.465,True,"{""voter_id"": 202146}"
1782939520195,untrusted-client-0,1,id_honest_baseline,1.489,True,"{""voter_id"": 173206}"
1782939520229,untrusted-client-0,2,checkin_honest_baseline,1.385,True,"{""voter_id"": 173206}"
1782939521450,untrusted-client-0,1,id_honest_baseline,1.187,True,"{""voter_id"": 195212}"
1782939521483,untrusted-client-0,2,checkin_honest_baseline,1.297,True,"{""voter_id"": 195212}"
1782939522701,untrusted-client-0,1,id_honest_baseline,1.594,True,"{""voter_id"": 175391}"
1782939522733,untrusted-client-0,2,checkin_honest_baseline,1.253,True,"{""voter_id"": 175391}"
1782939523960,untrusted-client-0,1,id_honest_baseline,1.595,True,"{""voter_id"": 179109}"
1782939523993,untrusted-client-0,2,checkin_honest_baseline,1.326,True,"{""voter_id"": 179109}"
1782939525215,untrusted-client-0,1,id_honest_baseline,1.159,True,"{""voter_id"": 222453}"
1782939525248,untrusted-client-0,2,checkin_honest_baseline,1.687,True,"{""voter_id"": 222453}"
1782939526468,untrusted-client-0,1,id_honest_baseline,1.295,True,"{""voter_id"": 131324}"
1782939526503,untrusted-client-0,2,checkin_honest_baseline,1.829,True,"{""voter_id"": 131324}"
1782939527714,untrusted-client-0,1,id_honest_baseline,1.289,True,"{""voter_id"": 258813}"
1782939527747,untrusted-client-0,2,checkin_honest_baseline,1.475,True,"{""voter_id"": 258813}"
1782939528954,untrusted-client-0,1,id_honest_baseline,1.146,True,"{""voter_id"": 317840}"
1782939528986,untrusted-client-0,2,checkin_honest_baseline,1.446,True,"{""voter_id"": 317840}"
1782939530195,untrusted-client-0,1,id_honest_baseline,1.955,True,"{""voter_id"": 320162}"
1782939530229,untrusted-client-0,2,checkin_honest_baseline,2.116,True,"{""voter_id"": 320162}"
1782939531442,untrusted-client-0,1,id_honest_baseline,1.174,True,"{""voter_id"": 283690}"
1782939531477,untrusted-client-0,2,checkin_honest_baseline,2.421,True,"{""voter_id"": 283690}"
1782939532688,untrusted-client-0,1,id_honest_baseline,1.905,True,"{""voter_id"": 308181}"
1782939532723,untrusted-client-0,2,checkin_honest_baseline,1.970,True,"{""voter_id"": 308181}"
1782939533943,untrusted-client-0,1,id_honest_baseline,1.225,True,"{""voter_id"": 121991}"
1782939533976,untrusted-client-0,2,checkin_honest_baseline,1.607,True,"{""voter_id"": 121991}"
1782939535191,untrusted-client-0,1,id_honest_baseline,1.698,True,"{""voter_id"": 348981}"
1782939535225,untrusted-client-0,2,checkin_honest_baseline,1.885,True,"{""voter_id"": 348981}"
1782939536437,untrusted-client-0,1,id_honest_baseline,1.756,True,"{""voter_id"": 173016}"
1782939536471,untrusted-client-0,2,checkin_honest_baseline,1.788,True,"{""voter_id"": 173016}"
1782939537678,untrusted-client-0,1,id_honest_baseline,1.404,True,"{""voter_id"": 122975}"
1782939537711,untrusted-client-0,2,checkin_honest_baseline,1.489,True,"{""voter_id"": 122975}"
1782939538918,untrusted-client-0,1,id_honest_baseline,1.410,True,"{""voter_id"": 227134}"
1782939538951,untrusted-client-0,2,checkin_honest_baseline,1.523,True,"{""voter_id"": 227134}"
1782939540161,untrusted-client-0,1,id_honest_baseline,1.441,True,"{""voter_id"": 347503}"
1782939540194,untrusted-client-0,2,checkin_honest_baseline,2.229,True,"{""voter_id"": 347503}"
1782939541411,untrusted-client-0,1,id_honest_baseline,1.483,True,"{""voter_id"": 182028}"
1782939541445,untrusted-client-0,2,checkin_honest_baseline,2.420,True,"{""voter_id"": 182028}"
1782939542656,untrusted-client-0,1,id_honest_baseline,1.401,True,"{""voter_id"": 270942}"
1782939542689,untrusted-client-0,2,checkin_honest_baseline,1.305,True,"{""voter_id"": 270942}"
1782939543903,untrusted-client-0,1,id_honest_baseline,1.524,True,"{""voter_id"": 338752}"
1782939543934,untrusted-client-0,2,checkin_honest_baseline,1.453,True,"{""voter_id"": 338752}"
1782939545147,untrusted-client-0,1,id_honest_baseline,1.458,True,"{""voter_id"": 181605}"
1782939545181,untrusted-client-0,2,checkin_honest_baseline,1.487,True,"{""voter_id"": 181605}"
1782939546398,untrusted-client-0,1,id_honest_baseline,1.694,True,"{""voter_id"": 172137}"
1782939546432,untrusted-client-0,2,checkin_honest_baseline,1.553,True,"{""voter_id"": 172137}"
1782939547662,untrusted-client-0,1,id_honest_baseline,1.382,True,"{""voter_id"": 205552}"
1782939547698,untrusted-client-0,2,checkin_honest_baseline,1.913,True,"{""voter_id"": 205552}"
1782939548917,untrusted-client-0,1,id_honest_baseline,1.422,True,"{""voter_id"": 219769}"
1782939548950,untrusted-client-0,2,checkin_honest_baseline,1.519,True,"{""voter_id"": 219769}"
1782939550176,untrusted-client-0,1,id_honest_baseline,1.703,True,"{""voter_id"": 251922}"
1782939550211,untrusted-client-0,2,checkin_honest_baseline,2.413,True,"{""voter_id"": 251922}"
1782939551441,untrusted-client-0,1,id_honest_baseline,1.809,True,"{""voter_id"": 149687}"
1782939551475,untrusted-client-0,2,checkin_honest_baseline,1.713,True,"{""voter_id"": 149687}"
1782939552707,untrusted-client-0,1,id_honest_baseline,1.487,True,"{""voter_id"": 234966}"
1782939552741,untrusted-client-0,2,checkin_honest_baseline,2.150,True,"{""voter_id"": 234966}"
1782939553965,untrusted-client-0,1,id_honest_baseline,1.330,True,"{""voter_id"": 299166}"
1782939553998,untrusted-client-0,2,checkin_honest_baseline,1.485,True,"{""voter_id"": 299166}"
1782939555233,untrusted-client-0,1,id_honest_baseline,1.394,True,"{""voter_id"": 329225}"
1782939555267,untrusted-client-0,2,checkin_honest_baseline,1.412,True,"{""voter_id"": 329225}"
1782939556499,untrusted-client-0,1,id_honest_baseline,1.784,True,"{""voter_id"": 313668}"
1782939556534,untrusted-client-0,2,checkin_honest_baseline,2.051,True,"{""voter_id"": 313668}"
1782939557782,untrusted-client-0,1,id_honest_baseline,1.395,True,"{""voter_id"": 254925}"
1782939557814,untrusted-client-0,2,checkin_honest_baseline,1.459,True,"{""voter_id"": 254925}"
1782939559050,untrusted-client-0,1,id_honest_baseline,1.396,True,"{""voter_id"": 283903}"
1782939559082,untrusted-client-0,2,checkin_honest_baseline,1.296,True,"{""voter_id"": 283903}"
1782939560315,untrusted-client-0,1,id_honest_baseline,2.036,True,"{""voter_id"": 336505}"
1782939560349,untrusted-client-0,2,checkin_honest_baseline,1.447,True,"{""voter_id"": 336505}"
1782939561591,untrusted-client-0,1,id_honest_baseline,1.625,True,"{""voter_id"": 200341}"
1782939561626,untrusted-client-0,2,checkin_honest_baseline,2.155,True,"{""voter_id"": 200341}"
1782939562870,untrusted-client-0,1,id_honest_baseline,1.467,True,"{""voter_id"": 207905}"
1782939562904,untrusted-client-0,2,checkin_honest_baseline,1.094,True,"{""voter_id"": 207905}"
1782939564141,untrusted-client-0,1,id_honest_baseline,1.715,True,"{""voter_id"": 164791}"
1782939564175,untrusted-client-0,2,checkin_honest_baseline,1.860,True,"{""voter_id"": 164791}"
1782939565409,untrusted-client-0,1,id_honest_baseline,1.828,True,"{""voter_id"": 278798}"
1782939565443,untrusted-client-0,2,checkin_honest_baseline,1.558,True,"{""voter_id"": 278798}"
1782939566681,untrusted-client-0,1,id_honest_baseline,2.230,True,"{""voter_id"": 144076}"
1782939566716,untrusted-client-0,2,checkin_honest_baseline,1.842,True,"{""voter_id"": 144076}"
1782939567954,untrusted-client-0,1,id_honest_baseline,1.640,True,"{""voter_id"": 124304}"
1782939567987,untrusted-client-0,2,checkin_honest_baseline,1.706,True,"{""voter_id"": 124304}"
1782939569218,untrusted-client-0,1,id_honest_baseline,1.115,True,"{""voter_id"": 341852}"
1782939569251,untrusted-client-0,2,checkin_honest_baseline,2.257,True,"{""voter_id"": 341852}"
1782939570488,untrusted-client-0,1,id_honest_baseline,1.345,True,"{""voter_id"": 219295}"
1782939570522,untrusted-client-0,2,checkin_honest_baseline,1.311,True,"{""voter_id"": 219295}"
1782939571768,untrusted-client-0,1,id_honest_baseline,2.003,True,"{""voter_id"": 203358}"
1782939571803,untrusted-client-0,2,checkin_honest_baseline,1.787,True,"{""voter_id"": 203358}"
1782939573042,untrusted-client-0,1,id_honest_baseline,1.415,True,"{""voter_id"": 221603}"
1782939573077,untrusted-client-0,2,checkin_honest_baseline,1.602,True,"{""voter_id"": 221603}"
1782939574304,untrusted-client-0,1,id_honest_baseline,1.610,True,"{""voter_id"": 324434}"
1782939574339,untrusted-client-0,2,checkin_honest_baseline,1.830,True,"{""voter_id"": 324434}"
1782939575568,untrusted-client-0,1,id_honest_baseline,1.497,True,"{""voter_id"": 245411}"
1782939575601,untrusted-client-0,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 245411}"
1782939576828,untrusted-client-0,1,id_honest_baseline,1.696,True,"{""voter_id"": 258631}"
1782939576861,untrusted-client-0,2,checkin_honest_baseline,2.327,True,"{""voter_id"": 258631}"
1782939578085,untrusted-client-0,1,id_honest_baseline,1.465,True,"{""voter_id"": 271532}"
1782939578117,untrusted-client-0,2,checkin_honest_baseline,1.287,True,"{""voter_id"": 271532}"
1782939579343,untrusted-client-0,1,id_honest_baseline,1.634,True,"{""voter_id"": 172950}"
1782939579377,untrusted-client-0,2,checkin_honest_baseline,1.567,True,"{""voter_id"": 172950}"
1782939580605,untrusted-client-0,1,id_honest_baseline,1.296,True,"{""voter_id"": 128824}"
1782939580640,untrusted-client-0,2,checkin_honest_baseline,2.263,True,"{""voter_id"": 128824}"
1782939581875,untrusted-client-0,1,id_honest_baseline,1.589,True,"{""voter_id"": 318900}"
1782939581909,untrusted-client-0,2,checkin_honest_baseline,1.753,True,"{""voter_id"": 318900}"
1782939583151,untrusted-client-0,1,id_honest_baseline,1.325,True,"{""voter_id"": 291586}"
1782939583185,untrusted-client-0,2,checkin_honest_baseline,1.353,True,"{""voter_id"": 291586}"
1782939584418,untrusted-client-0,1,id_honest_baseline,1.502,True,"{""voter_id"": 244318}"
1782939584452,untrusted-client-0,2,checkin_honest_baseline,1.375,True,"{""voter_id"": 244318}"
1782939585682,untrusted-client-0,1,id_honest_baseline,1.239,True,"{""voter_id"": 223855}"
1782939585715,untrusted-client-0,2,checkin_honest_baseline,1.615,True,"{""voter_id"": 223855}"
1782939586944,untrusted-client-0,1,id_honest_baseline,1.888,True,"{""voter_id"": 185924}"
1782939586978,untrusted-client-0,2,checkin_honest_baseline,1.435,True,"{""voter_id"": 185924}"
1782939588202,untrusted-client-0,1,id_honest_baseline,1.435,True,"{""voter_id"": 150624}"
1782939588238,untrusted-client-0,2,checkin_honest_baseline,1.355,True,"{""voter_id"": 150624}"
1782939589456,untrusted-client-0,1,id_honest_baseline,1.875,True,"{""voter_id"": 132712}"
1782939589489,untrusted-client-0,2,checkin_honest_baseline,1.204,True,"{""voter_id"": 132712}"
1782939590713,untrusted-client-0,1,id_honest_baseline,1.621,True,"{""voter_id"": 334891}"
1782939590749,untrusted-client-0,2,checkin_honest_baseline,2.729,True,"{""voter_id"": 334891}"
1782939476716,untrusted-client-10,1,id_honest_baseline,1.529,True,"{""voter_id"": 233169}"
1782939476747,untrusted-client-10,2,checkin_honest_baseline,1.202,True,"{""voter_id"": 233169}"
1782939477945,untrusted-client-10,1,id_honest_baseline,1.344,True,"{""voter_id"": 116500}"
1782939477976,untrusted-client-10,2,checkin_honest_baseline,1.341,True,"{""voter_id"": 116500}"
1782939479176,untrusted-client-10,1,id_honest_baseline,1.606,True,"{""voter_id"": 181604}"
1782939479208,untrusted-client-10,2,checkin_honest_baseline,1.390,True,"{""voter_id"": 181604}"
1782939480410,untrusted-client-10,1,id_honest_baseline,1.324,True,"{""voter_id"": 137142}"
1782939480441,untrusted-client-10,2,checkin_honest_baseline,1.270,True,"{""voter_id"": 137142}"
1782939481653,untrusted-client-10,1,id_honest_baseline,1.263,True,"{""voter_id"": 211846}"
1782939481685,untrusted-client-10,2,checkin_honest_baseline,1.365,True,"{""voter_id"": 211846}"
1782939482891,untrusted-client-10,1,id_honest_baseline,1.453,True,"{""voter_id"": 289282}"
1782939482924,untrusted-client-10,2,checkin_honest_baseline,1.697,True,"{""voter_id"": 289282}"
1782939484127,untrusted-client-10,1,id_honest_baseline,1.401,True,"{""voter_id"": 304526}"
1782939484158,untrusted-client-10,2,checkin_honest_baseline,1.650,True,"{""voter_id"": 304526}"
1782939485362,untrusted-client-10,1,id_honest_baseline,1.467,True,"{""voter_id"": 181359}"
1782939485393,untrusted-client-10,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 181359}"
1782939486597,untrusted-client-10,1,id_honest_baseline,4.588,True,"{""voter_id"": 330703}"
1782939486628,untrusted-client-10,2,checkin_honest_baseline,1.030,True,"{""voter_id"": 330703}"
1782939487826,untrusted-client-10,1,id_honest_baseline,2.016,True,"{""voter_id"": 282365}"
1782939487859,untrusted-client-10,2,checkin_honest_baseline,1.557,True,"{""voter_id"": 282365}"
1782939489065,untrusted-client-10,1,id_honest_baseline,2.641,True,"{""voter_id"": 339038}"
1782939489097,untrusted-client-10,2,checkin_honest_baseline,1.362,True,"{""voter_id"": 339038}"
1782939490327,untrusted-client-10,1,id_honest_baseline,1.735,True,"{""voter_id"": 218674}"
1782939490359,untrusted-client-10,2,checkin_honest_baseline,1.235,True,"{""voter_id"": 218674}"
1782939491570,untrusted-client-10,1,id_honest_baseline,1.998,True,"{""voter_id"": 333009}"
1782939491603,untrusted-client-10,2,checkin_honest_baseline,1.696,True,"{""voter_id"": 333009}"
1782939492822,untrusted-client-10,1,id_honest_baseline,1.767,True,"{""voter_id"": 205251}"
1782939492855,untrusted-client-10,2,checkin_honest_baseline,1.497,True,"{""voter_id"": 205251}"
1782939494069,untrusted-client-10,1,id_honest_baseline,1.432,True,"{""voter_id"": 120543}"
1782939494101,untrusted-client-10,2,checkin_honest_baseline,1.299,True,"{""voter_id"": 120543}"
1782939495310,untrusted-client-10,1,id_honest_baseline,1.302,True,"{""voter_id"": 185559}"
1782939495341,untrusted-client-10,2,checkin_honest_baseline,1.339,True,"{""voter_id"": 185559}"
1782939496553,untrusted-client-10,1,id_honest_baseline,1.791,True,"{""voter_id"": 177444}"
1782939496586,untrusted-client-10,2,checkin_honest_baseline,1.443,True,"{""voter_id"": 177444}"
1782939497792,untrusted-client-10,1,id_honest_baseline,2.852,True,"{""voter_id"": 199019}"
1782939497823,untrusted-client-10,2,checkin_honest_baseline,1.388,True,"{""voter_id"": 199019}"
1782939499021,untrusted-client-10,1,id_honest_baseline,1.258,True,"{""voter_id"": 228117}"
1782939499053,untrusted-client-10,2,checkin_honest_baseline,1.389,True,"{""voter_id"": 228117}"
1782939500253,untrusted-client-10,1,id_honest_baseline,2.062,True,"{""voter_id"": 121939}"
1782939500285,untrusted-client-10,2,checkin_honest_baseline,1.059,True,"{""voter_id"": 121939}"
1782939501509,untrusted-client-10,1,id_honest_baseline,1.574,True,"{""voter_id"": 103051}"
1782939501543,untrusted-client-10,2,checkin_honest_baseline,1.317,True,"{""voter_id"": 103051}"
1782939502768,untrusted-client-10,1,id_honest_baseline,2.120,True,"{""voter_id"": 262614}"
1782939502801,untrusted-client-10,2,checkin_honest_baseline,1.086,True,"{""voter_id"": 262614}"
1782939504014,untrusted-client-10,1,id_honest_baseline,1.604,True,"{""voter_id"": 307651}"
1782939504048,untrusted-client-10,2,checkin_honest_baseline,1.747,True,"{""voter_id"": 307651}"
1782939505256,untrusted-client-10,1,id_honest_baseline,2.037,True,"{""voter_id"": 337454}"
1782939505290,untrusted-client-10,2,checkin_honest_baseline,1.910,True,"{""voter_id"": 337454}"
1782939506504,untrusted-client-10,1,id_honest_baseline,1.767,True,"{""voter_id"": 247714}"
1782939506537,untrusted-client-10,2,checkin_honest_baseline,1.667,True,"{""voter_id"": 247714}"
1782939507750,untrusted-client-10,1,id_honest_baseline,1.433,True,"{""voter_id"": 103812}"
1782939507784,untrusted-client-10,2,checkin_honest_baseline,1.494,True,"{""voter_id"": 103812}"
1782939508999,untrusted-client-10,1,id_honest_baseline,1.416,True,"{""voter_id"": 155976}"
1782939509032,untrusted-client-10,2,checkin_honest_baseline,2.314,True,"{""voter_id"": 155976}"
1782939510237,untrusted-client-10,1,id_honest_baseline,2.038,True,"{""voter_id"": 225381}"
1782939510273,untrusted-client-10,2,checkin_honest_baseline,4.296,True,"{""voter_id"": 225381}"
1782939511493,untrusted-client-10,1,id_honest_baseline,1.974,True,"{""voter_id"": 160818}"
1782939511526,untrusted-client-10,2,checkin_honest_baseline,1.515,True,"{""voter_id"": 160818}"
1782939512739,untrusted-client-10,1,id_honest_baseline,1.458,True,"{""voter_id"": 112298}"
1782939512770,untrusted-client-10,2,checkin_honest_baseline,1.277,True,"{""voter_id"": 112298}"
1782939513980,untrusted-client-10,1,id_honest_baseline,1.326,True,"{""voter_id"": 254926}"
1782939514015,untrusted-client-10,2,checkin_honest_baseline,1.291,True,"{""voter_id"": 254926}"
1782939515226,untrusted-client-10,1,id_honest_baseline,1.657,True,"{""voter_id"": 152037}"
1782939515259,untrusted-client-10,2,checkin_honest_baseline,1.499,True,"{""voter_id"": 152037}"
1782939516471,untrusted-client-10,1,id_honest_baseline,1.576,True,"{""voter_id"": 346610}"
1782939516505,untrusted-client-10,2,checkin_honest_baseline,1.776,True,"{""voter_id"": 346610}"
1782939517738,untrusted-client-10,1,id_honest_baseline,2.100,True,"{""voter_id"": 103763}"
1782939517770,untrusted-client-10,2,checkin_honest_baseline,1.238,True,"{""voter_id"": 103763}"
1782939518988,untrusted-client-10,1,id_honest_baseline,1.468,True,"{""voter_id"": 184809}"
1782939519022,untrusted-client-10,2,checkin_honest_baseline,1.893,True,"{""voter_id"": 184809}"
1782939520233,untrusted-client-10,1,id_honest_baseline,1.351,True,"{""voter_id"": 156187}"
1782939520266,untrusted-client-10,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 156187}"
1782939521484,untrusted-client-10,1,id_honest_baseline,1.139,True,"{""voter_id"": 143956}"
1782939521517,untrusted-client-10,2,checkin_honest_baseline,1.073,True,"{""voter_id"": 143956}"
1782939522733,untrusted-client-10,1,id_honest_baseline,1.457,True,"{""voter_id"": 273806}"
1782939522767,untrusted-client-10,2,checkin_honest_baseline,2.396,True,"{""voter_id"": 273806}"
1782939523994,untrusted-client-10,1,id_honest_baseline,1.473,True,"{""voter_id"": 158874}"
1782939524028,untrusted-client-10,2,checkin_honest_baseline,1.180,True,"{""voter_id"": 158874}"
1782939525254,untrusted-client-10,1,id_honest_baseline,1.553,True,"{""voter_id"": 104788}"
1782939525287,untrusted-client-10,2,checkin_honest_baseline,1.431,True,"{""voter_id"": 104788}"
1782939526509,untrusted-client-10,1,id_honest_baseline,1.299,True,"{""voter_id"": 158038}"
1782939526543,untrusted-client-10,2,checkin_honest_baseline,1.477,True,"{""voter_id"": 158038}"
1782939527749,untrusted-client-10,1,id_honest_baseline,1.508,True,"{""voter_id"": 226227}"
1782939527782,untrusted-client-10,2,checkin_honest_baseline,1.359,True,"{""voter_id"": 226227}"
1782939528992,untrusted-client-10,1,id_honest_baseline,1.472,True,"{""voter_id"": 235423}"
1782939529026,untrusted-client-10,2,checkin_honest_baseline,1.596,True,"{""voter_id"": 235423}"
1782939530234,untrusted-client-10,1,id_honest_baseline,1.433,True,"{""voter_id"": 199386}"
1782939530266,untrusted-client-10,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 199386}"
1782939531477,untrusted-client-10,1,id_honest_baseline,2.522,True,"{""voter_id"": 123273}"
1782939531511,untrusted-client-10,2,checkin_honest_baseline,1.230,True,"{""voter_id"": 123273}"
